,0,1
32299,4982,22440
32300,21566,19072
32301,16683,1616
32302,5360,17213
32303,4058,13092
32304,1129,12672
32305,14297,6281
32306,17359,11348
32307,1668,8620
32308,3699,7420
32309,171,2486
32310,19067,1193
32311,1789,854
32312,15404,10852
32313,14228,4390
32314,5631,20622
32315,1309,18729
32316,2635,16981
32317,15417,17698
32318,18020,13448
32319,4430,16475
32320,7867,21161
32321,20520,19097
32322,15253,10976
32323,10584,8517
32324,8434,9284
32325,22088,15264
32326,664,5419
32327,17412,22465
32328,5651,16322
32329,6842,3620
32330,4242,14994
32331,17054,16174
32332,11066,5430
32333,16542,12426
32334,20066,11733
32335,6792,16739
32336,8670,21316
32337,1679,9702
32338,12164,12784
32339,15099,7849
32340,11088,13421
32341,12600,11469
32342,4505,21177
32343,59,7430
32344,21153,13989
32345,17127,3018
32346,15073,3230
32347,14079,6859
32348,17002,19010
32349,10461,9413
32350,19303,12408
32351,17299,16045
32352,9402,11718
32353,11149,1376
32354,16041,18295
32355,11408,5387
32356,86,15642
32357,4444,17091
32358,18323,8125
32359,157,752
32360,10902,8910
32361,13238,10522
32362,12353,13170
32363,80,7761
32364,16153,15397
32365,1964,786
32366,12588,2359
32367,20530,2533
32368,15149,9522
32369,1706,1607
32370,9631,18051
32371,4224,21219
32372,14471,7620
32373,16547,566
32374,15990,5886
32375,5797,19375
32376,17968,8765
32377,14969,16678
32378,2308,2111
32379,21810,9321
32380,20152,17831
32381,22299,9907
32382,19839,10744
32383,18854,16308
32384,20377,12737
32385,20893,4209
32386,11207,5964
32387,18181,15831
32388,5180,11098
32389,1651,3499
32390,11063,16389
32391,16447,17816
32392,15563,19314
32393,6711,14978
32394,5099,8878
32395,20102,15621
32396,11330,5278
32397,4018,4956
32398,2484,250
32399,4586,9722
32400,14541,22108
32401,3395,22137
32402,21226,9204
32403,20427,5738
32404,18286,18917
32405,6648,7081
32406,21780,6656
32407,12154,3055
32408,2503,8944
32409,2200,6482
32410,14220,8839
32411,11516,21577
32412,3449,11744
32413,14664,22235
32414,12616,20715
32415,14040,17488
32416,17724,4315
32417,6185,14651
32418,8278,7947
32419,382,15707
32420,5763,13519
32421,17396,18089
32422,15394,22198
32423,20894,21754
32424,21856,12558
32425,18613,2971
32426,11541,1913
32427,14780,21990
32428,6304,19886
32429,15488,5449
32430,19106,2449
32431,2643,20358
32432,2792,14904
32433,15494,15752
32434,11889,9993
32435,12263,7943
32436,18889,21235
32437,9720,14364
32438,21374,7870
32439,11846,4532
32440,21813,149
32441,10192,10094
32442,18807,18106
32443,16480,21933
32444,15020,12959
32445,9927,13633
32446,12970,4939
32447,7584,4596
32448,7874,20329
32449,7116,3392
32450,10667,17301
32451,7986,2983
32452,18436,9891
32453,7832,449
32454,117,15383
32455,12715,8342
32456,11723,15184
32457,10431,21945
32458,16672,7392
32459,10050,9898
32460,13148,1795
32461,5657,8602
32462,16039,9883
32463,5519,15257
32464,15886,17840
32465,11965,20637
32466,20914,9664
32467,8484,14748
32468,20220,11145
32469,4626,9841
32470,469,21686
32471,3269,1456
32472,19251,18554
32473,7639,10482
32474,3644,17731
32475,9695,21284
32476,2550,21619
32477,3411,4029
32478,13303,21845
32479,10913,15490
32480,15145,8170
32481,17810,8681
32482,21744,18241
32483,4984,8441
32484,6314,14965
32485,7319,5944
32486,21070,5689
32487,3071,13886
32488,10817,5397
32489,1422,8604
32490,5112,11317
32491,15604,17361
32492,18968,14125
32493,16174,3063
32494,10734,20398
32495,13471,10977
32496,9743,14408
32497,5496,22215
32498,17258,735
32499,14719,2100
32500,7980,1563
32501,11196,11020
32502,18345,5486
32503,6831,10048
32504,5899,9012
32505,18815,7707
32506,2260,13036
32507,10100,16543
32508,14632,5135
32509,19012,19714
32510,19199,122
32511,5301,4767
32512,15173,6630
32513,16182,5753
32514,4541,1135
32515,7184,17137
32516,6124,19521
32517,15303,20262
32518,1189,8937
32519,364,1490
32520,17712,20509
32521,6236,12269
32522,8927,6194
32523,21239,10713
32524,644,9421
32525,20850,13337
32526,9330,16564
32527,8200,4267
32528,9436,8356
32529,1632,614
32530,2290,15977
32531,21062,13321
32532,9663,14053
32533,710,4658
32534,8605,17322
32535,5213,20202
32536,9730,11204
32537,1128,16756
32538,4896,1332
32539,12955,5032
32540,11281,2188
32541,7839,19542
32542,4372,262
32543,17167,2243
32544,14567,5179
32545,2264,21322
32546,17759,10643
32547,18235,11324
32548,17885,6994
32549,5323,14550
32550,20968,21502
32551,7817,18348
32552,9276,13317
32553,757,18951
32554,3191,9369
32555,17308,14148
32556,13751,10128
32557,3733,515
32558,8509,10049
32559,21395,11863
32560,2724,21210
32561,13189,22221
32562,16308,15045
32563,10953,301
32564,21874,4680
32565,4540,19631
32566,19005,11878
32567,17966,10121
32568,19030,18135
32569,14610,21352
32570,11018,19308
32571,196,11641
32572,12146,2411
32573,22072,7903
32574,15627,7816
32575,2526,10664
32576,10766,11661
32577,17784,8831
32578,14345,8728
32579,16251,14330
32580,6815,1227
32581,10234,15244
32582,19104,693
32583,15338,6068
32584,21659,1864
32585,8533,22356
32586,18775,18478
32587,12618,14006
32588,8605,8178
32589,17884,18878
32590,7997,2758
32591,20653,11398
32592,21497,13186
32593,8046,10076
32594,16565,6868
32595,5635,10020
32596,9870,16978
32597,17608,18907
32598,18328,16455
32599,2703,17674
32600,9150,239
32601,14610,9475
32602,6296,18800
32603,17846,10576
32604,8479,2742
32605,16186,6812
32606,13740,15458
32607,3168,6281
32608,41,17538
32609,442,4621
32610,1,10426
32611,11605,7597
32612,9401,3076
32613,14262,14076
32614,12618,21120
32615,3642,3241
32616,3607,3813
32617,5450,317
32618,17415,7517
32619,5073,2112
32620,15595,15404
32621,9896,18502
32622,8523,14758
32623,17600,1655
32624,15823,15264
32625,1486,4775
32626,210,3981
32627,19300,13196
32628,15203,11730
32629,15184,11183
32630,11697,2487
32631,2132,12695
32632,3933,3184
32633,15468,3373
32634,14516,21123
32635,21127,14960
32636,6055,10042
32637,18572,12207
32638,156,11176
32639,8559,4080
32640,1943,9268
32641,18218,491
32642,2257,16442
32643,6903,10726
32644,12293,13758
32645,2868,2228
32646,18069,13298
32647,1650,8860
32648,21824,903
32649,10336,5782
32650,6045,10633
32651,17715,17142
32652,3878,15949
32653,19421,2571
32654,6769,20591
32655,18763,12932
32656,19101,13173
32657,9645,4081
32658,1917,2725
32659,16771,21631
32660,10936,16585
32661,17867,18006
32662,19487,17351
32663,21111,4181
32664,19474,1698
32665,14053,2548
32666,10028,10049
32667,20998,946
32668,7192,18098
32669,1542,21923
32670,2814,20331
32671,6466,2593
32672,18756,18692
32673,4043,21405
32674,21289,15337
32675,19071,4030
32676,6003,20594
32677,17274,13414
32678,10756,15145
32679,15450,7645
32680,16241,20415
32681,7792,881
32682,15343,9140
32683,17790,11564
32684,6845,17557
32685,21960,7287
32686,1522,1522
32687,12676,19526
32688,6884,16340
32689,11737,20568
32690,21766,17240
32691,22092,22260
32692,20650,22018
32693,18785,13599
32694,4062,17291
32695,13039,18976
32696,19014,12346
32697,17438,9755
32698,1671,13309
32699,3738,11471
32700,13121,341
32701,5218,7520
32702,7445,22120
32703,14173,19674
32704,10334,17950
32705,11017,15940
32706,7753,5739
32707,14150,11438
32708,16932,14392
32709,7921,9719
32710,19785,4698
32711,18966,2073
32712,10559,18320
32713,14136,21229
32714,6708,21855
32715,16947,15804
32716,16701,811
32717,17452,7166
32718,16109,6866
32719,14594,14776
32720,18816,3904
32721,21076,247
32722,1600,21343
32723,4879,14382
32724,6651,13129
32725,2691,19082
32726,13411,16661
32727,20776,12018
32728,4780,22214
32729,5379,6145
32730,13302,9958
32731,12277,7185
32732,6789,7801
32733,22050,12771
32734,5650,16118
32735,17123,15222
32736,5618,1882
32737,20690,12847
32738,2549,10443
32739,13114,19818
32740,12767,12063
32741,6424,4976
32742,13795,19441
32743,3310,21446
32744,16045,338
32745,5933,19674
32746,1785,9744
32747,17650,11627
32748,16107,4672
32749,21272,16169
32750,7905,21505
32751,21339,9465
32752,6755,22153
32753,13609,21000
32754,22270,13388
32755,20392,21840
32756,16564,6957
32757,17719,22244
32758,16834,16358
32759,18109,15843
32760,7587,10253
32761,20867,11573
32762,18235,1599
32763,15912,12221
32764,20444,13787
32765,21171,21920
32766,13122,725
32767,13299,12571
32768,7619,4060
32769,18640,22416
32770,11435,17015
32771,6151,12898
32772,4535,15183
32773,20836,11396
32774,6187,18595
32775,19,3256
32776,1571,21212
32777,10236,16268
32778,14864,9612
32779,9040,14215
32780,11063,1194
32781,8351,13
32782,17480,7986
32783,22123,17222
32784,4004,2455
32785,6440,5387
32786,7339,15824
32787,16736,9507
32788,18332,9843
32789,17522,19724
32790,3171,10861
32791,12745,10993
32792,5728,11279
32793,13919,16430
32794,5126,20028
32795,11742,21315
32796,12814,12275
32797,12398,16909
32798,20481,18992
32799,10245,21497
32800,6283,2479
32801,19218,16861
32802,7166,18171
32803,2032,14568
32804,18944,19968
32805,20400,11159
32806,6791,2054
32807,15477,20824
32808,21307,1642
32809,7475,10966
32810,9610,11809
32811,16770,10719
32812,3607,10341
32813,10277,5515
32814,16623,17970
32815,20965,21740
32816,9061,16525
32817,16943,8837
32818,5334,11649
32819,5751,18010
32820,2621,8705
32821,3918,14249
32822,5908,9343
32823,5210,5701
32824,6621,22308
32825,11215,20930
32826,16766,22071
32827,5976,10705
32828,10830,8147
32829,9219,8500
32830,15973,14387
32831,9296,7050
32832,22295,6363
32833,11231,19780
32834,5836,5964
32835,3458,7691
32836,15094,5241
32837,4448,19582
32838,6739,20181
32839,13511,13913
32840,15375,2793
32841,1891,21079
32842,19792,2404
32843,21229,2084
32844,10468,16954
32845,7517,16413
32846,19966,21289
32847,15496,14151
32848,11293,13409
32849,19222,5883
32850,15691,4699
32851,7042,6644
32852,22276,13698
32853,19652,7457
32854,11362,5513
32855,8659,2770
32856,3335,1877
32857,11454,4307
32858,100,16704
32859,5060,3559
32860,11928,10939
32861,1671,20438
32862,8023,3787
32863,5683,18642
32864,2651,8177
32865,6575,7592
32866,15014,18984
32867,13956,6657
32868,8031,8049
32869,81,2939
32870,17624,2829
32871,11161,16101
32872,10215,17702
32873,9944,7036
32874,7779,901
32875,4634,15840
32876,7175,6996
32877,2854,4061
32878,13879,12746
32879,14334,1871
32880,14076,22362
32881,4611,2261
32882,15899,1935
32883,2355,4687
32884,3797,19059
32885,6550,1167
32886,3461,13781
32887,9861,16028
32888,12075,10896
32889,3961,22108
32890,17711,14662
32891,10080,2426
32892,7312,3942
32893,14723,18633
32894,22017,15226
32895,18147,8722
32896,13582,13266
32897,2153,9027
32898,5253,9468
32899,3559,21715
32900,17771,6798
32901,7439,17322
32902,327,18363
32903,20829,14410
32904,3393,17451
32905,3773,12758
32906,8003,11031
32907,18493,2445
32908,3013,8355
32909,20753,1784
32910,10579,11240
32911,877,4315
32912,3999,2499
32913,19807,13203
32914,14026,17885
32915,5671,14291
32916,11544,9224
32917,13960,21894
32918,12060,4194
32919,5269,17716
32920,3153,2919
32921,17678,7336
32922,16906,19259
32923,1845,21710
32924,21466,4911
32925,2865,19576
32926,15012,6947
32927,11134,12464
32928,11284,18112
32929,10031,8010
32930,18710,3364
32931,4527,18227
32932,5269,7890
32933,22043,526
32934,19855,9626
32935,6820,12856
32936,17223,8939
32937,16111,21605
32938,4029,3612
32939,19400,12076
32940,20857,18437
32941,20170,7825
32942,21641,3030
32943,10411,12693
32944,10045,20916
32945,5229,17790
32946,14762,8204
32947,4745,20069
32948,6469,7222
32949,15163,14929
32950,19817,21270
32951,13488,9609
32952,15122,2022
32953,18346,3254
32954,10967,1377
32955,14261,8849
32956,676,1278
32957,7807,26
32958,7490,15743
32959,21917,13668
32960,12215,1797
32961,14972,21969
32962,5055,848
32963,270,20982
32964,19943,12847
32965,1576,15543
32966,10990,1052
32967,6533,9976
32968,16968,17432
32969,40,21907
32970,7228,15606
32971,14135,19945
32972,12645,17536
32973,1385,7717
32974,16512,21276
32975,15592,978
32976,10690,8719
32977,8281,2559
32978,19513,21410
32979,498,11897
32980,8105,12374
32981,13322,21847
32982,10063,9718
32983,17070,3458
32984,20455,3698
32985,14698,5074
32986,10564,15974
32987,11388,2872
32988,10335,9804
32989,11025,3071
32990,14273,8042
32991,4046,17021
32992,6715,16550
32993,8364,21003
32994,17827,11434
32995,17946,12515
32996,2359,15612
32997,20,18351
32998,21653,15777
32999,11148,9295
33000,3880,5615
33001,13527,22348
33002,10755,7507
33003,16904,9189
33004,7736,2173
33005,14055,4524
33006,22211,18965
33007,11112,22238
33008,15691,11988
33009,19749,7838
33010,16224,20957
33011,19071,16838
33012,19424,19594
33013,15042,22131
33014,4838,3862
33015,21593,3451
33016,4145,20709
33017,7059,15488
33018,8657,15779
33019,5320,21371
33020,20647,18836
33021,18964,13077
33022,19720,13302
33023,20408,20284
33024,13783,21405
33025,629,13442
33026,19028,2462
33027,2340,9848
33028,11756,9005
33029,18555,14813
33030,9841,14935
33031,18586,3808
33032,11002,2919
33033,15030,12838
33034,16960,20370
33035,8685,1255
33036,1336,10040
33037,3379,9145
33038,11700,1073
33039,1183,9320
33040,3240,560
33041,9718,1669
33042,8222,10744
33043,21182,18059
33044,9563,1564
33045,18524,17175
33046,10647,11586
33047,13174,21442
33048,4933,10407
33049,20706,14852
33050,16149,5666
33051,1508,22198
33052,583,5299
33053,14920,2182
33054,15841,13419
33055,18713,5555
33056,12476,20719
33057,20577,6568
33058,7744,3900
33059,15062,2907
33060,10652,10473
33061,4835,3320
33062,8006,13814
33063,13635,10668
33064,20695,21071
33065,15979,18232
33066,17228,18223
33067,5732,22184
33068,4398,1513
33069,14845,3148
33070,1817,406
33071,18117,650
33072,15924,16088
33073,20089,20174
33074,10604,16324
33075,10111,4980
33076,9737,5287
33077,6742,2566
33078,11808,10902
33079,22189,11365
33080,11108,10430
33081,1233,18326
33082,21728,15994
33083,6979,188
33084,18320,21822
33085,2970,15375
33086,20009,11956
33087,16074,13613
33088,10767,11882
33089,11466,20150
33090,19768,14648
33091,7204,7941
33092,13148,8238
33093,5197,2336
33094,19578,5483
33095,1636,15677
33096,4908,9347
33097,4090,7037
33098,13099,19247
33099,3880,4054
33100,5806,2908
33101,6709,16692
33102,2159,4918
33103,7891,17848
33104,8381,4566
33105,6836,8294
33106,2247,5562
33107,13923,15734
33108,548,19696
33109,8843,11966
33110,983,12187
33111,7686,8098
33112,4702,16535
33113,19219,11456
33114,14157,4542
33115,21488,10967
33116,9298,12899
33117,10975,10950
33118,4847,15953
33119,12076,14212
33120,10169,21043
33121,6391,12759
33122,8199,10448
33123,19886,13996
33124,18456,3296
33125,13485,21408
33126,6206,5669
33127,9083,19804
33128,18223,5816
33129,2359,10616
33130,16853,18107
33131,17276,18673
33132,18859,11876
33133,16582,22463
33134,17436,9460
33135,5720,11936
33136,1072,16897
33137,10336,20794
33138,4118,8730
33139,21491,14726
33140,860,12702
33141,500,7190
33142,20935,15736
33143,72,2351
33144,6699,16412
33145,15209,20162
33146,19008,15544
33147,21095,894
33148,16604,8801
33149,8315,11257
33150,21085,13095
33151,17684,18860
33152,6016,4560
33153,20296,10052
33154,13727,19659
33155,1517,10919
33156,9790,20783
33157,5352,16687
33158,10284,13390
33159,1069,10128
33160,9655,12518
33161,5214,6028
33162,15701,10360
33163,20161,4119
33164,9443,17273
33165,2909,7767
33166,12532,13201
33167,17591,13922
33168,14362,6262
33169,1202,15940
33170,15525,2962
33171,1355,2443
33172,9295,14331
33173,19924,19880
33174,12469,12272
33175,3731,17519
33176,2084,10456
33177,4635,16540
33178,20119,20326
33179,4183,21524
33180,11853,14188
33181,10502,1305
33182,3617,19547
33183,1072,14937
33184,16594,8891
33185,14358,22134
33186,12650,12842
33187,9119,20630
33188,13576,12116
33189,10254,7812
33190,19255,12861
33191,3432,1892
33192,9892,5157
33193,14983,15604
33194,267,10637
33195,16746,11577
33196,4934,2592
33197,5497,19466
33198,20013,10309
33199,1689,18155
33200,18033,8624
33201,19821,16013
33202,1525,16905
33203,13233,4340
33204,14373,10112
33205,6200,16152
33206,20563,6406
33207,18789,5994
33208,18316,21320
33209,13351,17458
33210,15749,18776
33211,3294,11427
33212,9564,17894
33213,22036,1522
33214,10673,13280
33215,16127,1716
33216,16915,6178
33217,8755,7303
33218,11818,3741
33219,13785,7084
33220,7508,5011
33221,17592,19714
33222,18580,10501
33223,20994,21365
33224,21905,15012
33225,7003,19281
33226,5361,12867
33227,4121,13842
33228,10868,16477
33229,20295,6817
33230,14500,12637
33231,7024,15884
33232,13626,21368
33233,1830,17674
33234,8281,10727
33235,9107,16412
33236,20338,17302
33237,21582,7333
33238,9669,13134
33239,9284,8035
33240,17680,16529
33241,8008,13297
33242,18153,10084
33243,11471,16850
33244,549,2838
33245,5048,13543
33246,12991,19328
33247,20994,8483
33248,22120,15169
33249,12347,16241
33250,17883,10190
33251,15753,9930
33252,9622,231
33253,1837,5803
33254,5610,1834
33255,11609,16043
33256,8224,12548
33257,5378,21619
33258,18252,13593
33259,15773,14120
33260,9160,16214
33261,14258,21344
33262,10631,13198
33263,6877,6504
33264,698,6908
33265,11821,15424
33266,9738,9091
33267,17026,16928
33268,6344,5118
33269,18681,15986
33270,19218,416
33271,3887,3902
33272,386,13955
33273,4821,10504
33274,5108,14839
33275,17082,17821
33276,10030,14211
33277,14974,17283
33278,14473,10787
33279,20542,7650
33280,4574,17963
33281,10341,10811
33282,9118,16366
33283,4718,46
33284,6992,5188
33285,17124,7102
33286,16140,5203
33287,4475,8652
33288,6856,3253
33289,20565,9298
33290,5379,7559
33291,14294,1994
33292,15715,21520
33293,4162,15684
33294,2525,3352
33295,13806,5308
33296,2181,3891
33297,2213,7447
33298,1515,4226
33299,42,5432
33300,18867,14735
33301,21803,2730
33302,20023,4857
33303,6178,20419
33304,21506,19530
33305,11184,11924
33306,21179,18164
33307,12236,21175
33308,625,15162
33309,13987,18772
33310,9205,14817
33311,5738,12546
33312,10467,21703
33313,2292,8326
33314,19724,14102
33315,6119,9376
33316,3200,18858
33317,21606,14643
33318,21820,19535
33319,2819,7864
33320,11260,7672
33321,14450,687
33322,21318,5109
33323,13150,10392
33324,2682,20823
33325,10961,14666
33326,1019,10886
33327,16750,252
33328,11439,19397
33329,22418,2293
33330,10516,3846
33331,184,3035
33332,82,16794
33333,7581,123
33334,11693,18263
33335,5013,20771
33336,17221,11658
33337,198,18520
33338,2573,5107
33339,4122,11587
33340,6717,16885
33341,2754,3194
33342,1217,2848
33343,20912,14595
33344,22042,9871
33345,14799,8798
33346,13693,3587
33347,1161,16686
33348,116,14061
33349,2943,5659
33350,17335,1877
33351,17191,5487
33352,22218,18911
33353,5243,20603
33354,5611,15468
33355,11646,14047
33356,5000,7671
33357,11178,14142
33358,20278,13688
33359,21505,544
33360,19700,5395
33361,10482,22220
33362,3106,14233
33363,10574,6204
33364,5408,11423
33365,20594,9388
33366,16228,1750
33367,1850,14235
33368,3536,4014
33369,21559,7862
33370,16177,13669
33371,6685,5406
33372,12102,2771
33373,11736,8955
33374,2432,22244
33375,11131,8732
33376,2973,4029
33377,16876,21713
33378,1916,3515
33379,7685,13403
33380,19257,20504
33381,8670,21017
33382,10295,15574
33383,2736,19282
33384,1005,14102
33385,7346,17888
33386,18877,13785
33387,1934,1662
33388,1500,8749
33389,6675,7195
33390,16788,21918
33391,10704,21095
33392,13221,6054
33393,18282,6567
33394,10608,9166
33395,21245,7968
33396,20850,1386
33397,8684,8352
33398,4440,914
33399,14369,5023
33400,582,9870
33401,5768,14191
33402,8963,2029
33403,9711,15047
33404,5146,303
33405,8285,17612
33406,1804,22205
33407,19430,1175
33408,15521,2527
33409,2166,1846
33410,3834,20444
33411,18009,15028
33412,17872,20413
33413,678,14127
33414,19174,3801
33415,11917,11289
33416,1086,12101
33417,70,4491
33418,21160,6548
33419,8505,17232
33420,7906,4833
33421,20368,14445
33422,22412,16303
33423,18204,16961
33424,9477,18394
33425,12321,11010
33426,10559,15379
33427,18777,7057
33428,18604,16141
33429,9310,12360
33430,5257,18953
33431,5498,585
33432,19753,20674
33433,18648,20013
33434,20761,11632
33435,11427,2986
33436,7791,21946
33437,17823,7915
33438,4593,17754
33439,7346,376
33440,9477,3031
33441,1232,12089
33442,8062,5329
33443,13961,1822
33444,14070,18251
33445,21681,2943
33446,908,3434
33447,2642,8070
33448,12888,13162
33449,3657,18789
33450,20895,351
33451,11726,10615
33452,14515,21134
33453,8241,192
33454,5687,7955
33455,3239,16645
33456,19616,15440
33457,20575,6069
33458,5044,6286
33459,1632,11178
33460,12178,5250
33461,12769,989
33462,8912,20989
33463,21871,4873
33464,6153,11327
33465,14331,2906
33466,12468,5203
33467,3976,6065
33468,6211,2423
33469,10121,18559
33470,6468,11537
33471,16331,16771
33472,15539,597
33473,4507,18300
33474,16248,13472
33475,15042,16871
33476,4062,10580
33477,15893,11323
33478,14337,16214
33479,903,1681
33480,6689,9907
33481,20343,19988
33482,13245,11362
33483,17208,1206
33484,15291,7178
33485,5060,5090
33486,18382,2787
33487,21014,6895
33488,16225,13417
33489,10548,2615
33490,11086,15218
33491,8946,3818
33492,12474,17086
33493,15717,5391
33494,15817,14122
33495,14862,17246
33496,4799,16789
33497,7070,18585
33498,15626,2764
33499,6870,1248
33500,7095,1784
33501,18586,14547
33502,7199,11662
33503,4421,8403
33504,20755,4195
33505,22403,4100
33506,8310,16622
33507,7572,18314
33508,19601,11254
33509,14554,6796
33510,22434,1057
33511,21790,20991
33512,8572,19798
33513,6014,654
33514,19499,21473
33515,3198,15009
33516,6637,17349
33517,15802,16468
33518,10502,1129
33519,6761,8059
33520,8694,20360
33521,1525,1318
33522,22443,1858
33523,22193,5982
33524,5733,18964
33525,14810,14031
33526,5111,18613
33527,15169,16099
33528,2903,5895
33529,6006,55
33530,40,21983
33531,6071,11366
33532,510,7613
33533,1089,17172
33534,16459,17676
33535,13721,11118
33536,8734,4114
33537,6589,21005
33538,1596,22324
33539,6514,21003
33540,16233,18748
33541,5712,15579
33542,14438,7467
33543,20135,1953
33544,6553,8928
33545,936,18890
33546,7542,6806
33547,13630,6398
33548,16897,5686
33549,7004,9891
33550,6668,4583
33551,3315,8141
33552,8028,21256
33553,3735,7819
33554,7398,19275
33555,1349,7167
33556,12832,2128
33557,20560,5903
33558,9744,18361
33559,18396,1338
33560,12781,19586
33561,3446,8138
33562,3025,17503
33563,12034,12832
33564,6691,12036
33565,19741,9947
33566,6045,8181
33567,11057,19639
33568,20843,10251
33569,6011,1931
33570,11666,15541
33571,3672,10766
33572,4634,4189
33573,6100,2426
33574,6568,20446
33575,17725,11860
33576,18919,10015
33577,19732,14336
33578,14215,14526
33579,20375,12717
33580,651,6242
33581,17434,358
33582,11325,13839
33583,21078,20593
33584,2129,7555
33585,17513,1767
33586,3305,17058
33587,18703,19446
33588,16376,6042
33589,3185,11196
33590,8958,13202
33591,4032,11310
33592,9438,15223
33593,18468,2230
33594,10679,2762
33595,21488,11846
33596,6600,6385
33597,7773,7688
33598,7109,6088
33599,9238,16169
33600,7065,10752
33601,12110,18252
33602,8153,16281
33603,7958,5712
33604,15037,6412
33605,598,7039
33606,17262,3061
33607,20282,5402
33608,12819,6020
33609,3339,18500
33610,5074,16872
33611,18727,17425
33612,16993,19210
33613,13608,10839
33614,1695,15106
33615,10674,2006
33616,4686,8916
33617,22044,14777
33618,21021,3656
33619,19301,15730
33620,17206,14451
33621,19604,19733
33622,15559,12792
33623,18427,7517
33624,17929,19390
33625,22398,21499
33626,5084,13697
33627,21138,3357
33628,19141,10403
33629,11785,8765
33630,2796,15581
33631,22133,17431
33632,8051,18831
33633,10922,16062
33634,20408,17142
33635,4537,16354
33636,14380,671
33637,3476,9901
33638,4945,17010
33639,18889,1541
33640,16601,15566
33641,18154,1622
33642,15135,9540
33643,9314,1794
33644,7665,18587
33645,8442,17376
33646,744,16555
33647,19768,3420
33648,9174,2196
33649,20352,2615
33650,5026,5735
33651,8603,4481
33652,2762,14190
33653,7128,8255
33654,18213,13477
33655,18675,17705
33656,1527,10759
33657,5816,14525
33658,20953,20602
33659,7452,5303
33660,15575,22335
33661,14419,11139
33662,19726,21568
33663,5056,19942
33664,16682,5301
33665,14119,20024
33666,21774,11925
33667,41,4885
33668,8470,21992
33669,9726,18368
33670,14421,21384
33671,19901,7794
33672,20543,6297
33673,6225,15656
33674,16854,6113
33675,19686,15730
33676,18022,21315
33677,10431,10452
33678,22364,83
33679,4044,8619
33680,21037,8228
33681,8210,17684
33682,2439,2331
33683,2497,11353
33684,8536,6353
33685,21259,968
33686,2327,2617
33687,15383,12391
33688,17120,19937
33689,2742,5060
33690,5819,16167
33691,13643,19199
33692,5818,20225
33693,5659,8441
33694,10711,12649
33695,3008,9973
33696,5702,6591
33697,3378,21804
33698,385,12029
33699,14125,5080
33700,20618,19607
33701,5318,18331
33702,9520,1017
33703,27,7796
33704,6997,14029
33705,6768,20010
33706,16141,9382
33707,4821,13907
33708,3931,3640
33709,15423,6181
33710,21766,303
33711,20757,9256
33712,19539,13575
33713,16781,7853
33714,5682,13850
33715,4121,9119
33716,8864,5460
33717,1732,3485
33718,709,21928
33719,10958,12713
33720,6132,6677
33721,16468,19924
33722,11665,9889
33723,12806,3879
33724,12988,6357
33725,21823,333
33726,3480,10338
33727,7172,14592
33728,7373,3228
33729,19378,1063
33730,8013,19091
33731,3794,12612
33732,6753,6306
33733,7459,9820
33734,6289,3197
33735,3627,19183
33736,18580,19552
33737,395,17769
33738,21681,14126
33739,5144,14761
33740,6868,15033
33741,4784,16227
33742,2212,14273
33743,15298,4871
33744,3118,13838
33745,1406,17499
33746,1008,767
33747,12707,7358
33748,19633,18877
33749,11312,5510
33750,7827,14334
33751,13830,6136
33752,15518,1646
33753,20254,17012
33754,392,4630
33755,6426,8413
33756,17971,12383
33757,12899,549
33758,6431,6502
33759,5345,18737
33760,2518,2752
33761,11197,1353
33762,15714,688
33763,2017,10301
33764,16872,19384
33765,13744,17856
33766,20637,18831
33767,5928,6385
33768,816,13556
33769,882,7426
33770,11865,15406
33771,4540,4116
33772,4758,21949
33773,9801,4295
33774,18720,12986
33775,15451,2723
33776,14862,18702
33777,18154,8233
33778,20797,8256
33779,311,495
33780,5797,10700
33781,15748,5443
33782,20817,13842
33783,9402,2759
33784,13691,12492
33785,22368,791
33786,11209,15165
33787,13614,6678
33788,3890,6365
33789,8193,20415
33790,18644,20053
33791,15594,7090
33792,8021,2378
33793,17160,6267
33794,19803,241
33795,4677,16761
33796,570,15867
33797,21697,3024
33798,19117,8086
33799,5273,12499
33800,10354,17434
33801,6773,483
33802,19985,21319
33803,2047,7248
33804,15323,4017
33805,19416,20845
33806,5206,16145
33807,18780,14990
33808,7106,13866
33809,20468,3629
33810,16398,14930
33811,17898,11406
33812,11953,15013
33813,3006,18315
33814,4256,6930
33815,19956,18077
33816,18489,18424
33817,16299,956
33818,6013,2475
33819,7957,20432
33820,15046,5201
33821,13877,15912
33822,2016,15270
33823,16104,16329
33824,8111,21583
33825,22283,4003
33826,8428,14692
33827,8036,8840
33828,5727,1841
33829,17346,19592
33830,490,12838
33831,17575,11103
33832,8200,11131
33833,14045,16046
33834,14020,4425
33835,7162,2037
33836,6249,7396
33837,8199,6796
33838,19752,12884
33839,401,3007
33840,5379,19710
33841,21111,18798
33842,12377,18520
33843,18931,3817
33844,19593,471
33845,2642,1979
33846,8485,13762
33847,2490,2389
33848,11480,15285
33849,7543,18721
33850,12558,13300
33851,6917,11215
33852,2385,19094
33853,20215,6941
33854,18077,17940
33855,1600,1588
33856,8312,980
33857,14943,12397
33858,11091,1225
33859,6594,8773
33860,15981,1312
33861,19298,1809
33862,4080,14055
33863,537,12468
33864,2622,22257
33865,2194,3138
33866,16841,9405
33867,11483,173
33868,8238,20324
